volume_name;date;id;villain;url
Secret War;2004-10-01;106865;Lady Octopus;http://comicvine.gamespot.com/secret-war-3-secret-war-book-3/4000-106865/
Spider-Girl;2004-09-01;117104;Lady Octopus;http://comicvine.gamespot.com/spider-girl-76-keeping-the-faith/4000-117104/
Spider-Girl;2004-08-01;117103;Lady Octopus;http://comicvine.gamespot.com/spider-girl-75-team-spider/4000-117103/
Spider-Girl;2004-07-01;117105;Lady Octopus;http://comicvine.gamespot.com/spider-girl-74-buried-alive/4000-117105/
Spider-Girl;2004-06-01;117100;Lady Octopus;http://comicvine.gamespot.com/spider-girl-72-the-games-villains-play/4000-117100/
Spider-Girl;2004-03-01;117090;Lady Octopus;http://comicvine.gamespot.com/spider-girl-69-those-who-hunt-monsters/4000-117090/
Marvel Encyclopedia;2003-11-12;136882;Lady Octopus;http://comicvine.gamespot.com/marvel-encyclopedia-4-spider-man/4000-136882/
The Amazing Spider-Man;1997-12-01;64465;Lady Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-429-the-price/4000-64465/
The Amazing Spider-Man;1997-11-01;64464;Lady Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-428-a-farewell-to-arms/4000-64464/
Spider-Man Unlimited;1997-11-01;57303;Lady Octopus;http://comicvine.gamespot.com/spider-man-unlimited-18-all-my-pasts-remembered/4000-57303/
The Amazing Spider-Man;1997-10-01;64463;Lady Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-427-the-doctor-is-in/4000-64463/
The Amazing Spider-Man;1997-09-01;64462;Lady Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-426-only-the-evil-return/4000-64462/
The Amazing Spider-Man;1997-08-01;64461;Lady Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-425-the-chump-the-challenge/4000-64461/
The Spectacular Spider-Man;1996-03-01;65627;Lady Octopus;http://comicvine.gamespot.com/the-spectacular-spider-man-232-a-show-of-force-of-/4000-65627/
The Amazing Scarlet Spider;1995-11-01;78466;Lady Octopus;http://comicvine.gamespot.com/the-amazing-scarlet-spider-1-virtual-mortality-par/4000-78466/
The Spectacular Spider-Man;1995-10-31;65624;Lady Octopus;http://comicvine.gamespot.com/the-spectacular-spider-man-229-the-greatest-respon/4000-65624/
Spider-Man;1995-10-31;64642;Lady Octopus;http://comicvine.gamespot.com/spider-man-63-the-greatest-responsibility-part-2-o/4000-64642/
The Amazing Spider-Man;1995-10-31;64444;Lady Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-406-the-greatest-responsibi/4000-64444/
The Clone Conspiracy;2017-03-31;576619;Doctor Octopus;http://comicvine.gamespot.com/the-clone-conspiracy-4/4000-576619/
The Clone Conspiracy;2017-02-28;563719;Doctor Octopus;http://comicvine.gamespot.com/the-clone-conspiracy-3/4000-563719/
Amazing Spider-Man: Worldwide;2017-01-31;575857;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-worldwide-4-volume-4/4000-575857/
Marvel Universe Ultimate Spider-Man Vs. The Sinister Six;2017-01-31;574869;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-vs-the-siniste/4000-574869/
The Clone Conspiracy;2017-01-31;557361;Doctor Octopus;http://comicvine.gamespot.com/the-clone-conspiracy-2/4000-557361/
Spidey;2017-01-31;556480;Doctor Octopus;http://comicvine.gamespot.com/spidey-12-spidey-no-more/4000-556480/
Marvel Universe Ultimate Spider-Man Vs. The Sinister Six;2016-12-31;555530;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-vs-the-siniste/4000-555530/
The Amazing Spider-Man;2016-12-31;553945;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-20-spider-mans-superior/4000-553945/
The Clone Conspiracy;2016-12-31;553001;Doctor Octopus;http://comicvine.gamespot.com/the-clone-conspiracy-1-dead-no-more-part-one-the-l/4000-553001/
Spidey;2016-12-31;552170;Doctor Octopus;http://comicvine.gamespot.com/spidey-11-missing-out/4000-552170/
Deadpool Annual;2016-11-30;551302;Doctor Octopus;http://comicvine.gamespot.com/deadpool-annual-1-deadpool-and-his-insufferable-pa/4000-551302/
Marvel Universe Ultimate Spider-Man Vs. The Sinister Six;2016-11-30;550364;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-vs-the-siniste/4000-550364/
The Amazing Spider-Man;2016-11-30;550344;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-18-before-dead-no-more-part/4000-550344/
Marvel Universe Ultimate Spider-Man Vs. The Sinister Six;2016-10-31;546060;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-vs-the-siniste/4000-546060/
Web Warriors;2016-10-31;544999;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-10-tangled-states-part-four-monarchy/4000-544999/
Spidey;2016-10-31;542630;Doctor Octopus;http://comicvine.gamespot.com/spidey-9-to-catch-a-spider/4000-542630/
Marvel Universe Ultimate Spider-Man Vs. The Sinister Six;2016-09-30;541210;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-vs-the-siniste/4000-541210/
Web Warriors;2016-09-30;539260;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-9-tangled-states-part-three-brave-new/4000-539260/
Old Man Logan;2016-09-30;539248;Doctor Octopus;http://comicvine.gamespot.com/old-man-logan-8/4000-539248/
Spidey: First Day;2016-08-31;543758;Doctor Octopus;http://comicvine.gamespot.com/spidey-first-day-1-volume-1/4000-543758/
Web Warriors;2016-08-31;537253;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-8-tangled-states-part-two-technocracy/4000-537253/
Marvel Universe Ultimate Spider-Man: Contest of Champions;2016-08-31;537236;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-contest-of-cha/4000-537236/
Web Warriors;2016-07-31;529669;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-7-tangled-states-part-one-anarchy/4000-529669/
Spidey: All-New Marvel Treasury Edition;2016-06-30;535364;Doctor Octopus;http://comicvine.gamespot.com/spidey-all-new-marvel-treasury-edition-1-volume-1/4000-535364/
Deadpool Classic;2016-06-30;534286;Doctor Octopus;http://comicvine.gamespot.com/deadpool-classic-16-volume-16-killogy/4000-534286/
Marvel Universe Ultimate Spider-Man: Contest of Champions;2016-06-30;527146;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-contest-of-cha/4000-527146/
Web Warriors;2016-06-30;525042;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-6-nobody-knows-nothing/4000-525042/
Web Warriors of The Spider-Verse: Electroverse;2016-05-31;529670;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-of-the-spider-verse-electroverse-1-vo/4000-529670/
Spider-Man/Deadpool: Don't Call It A Team-Up;2016-05-31;529663;Doctor Octopus;http://comicvine.gamespot.com/spider-mandeadpool-dont-call-it-a-team-up-1-volume/4000-529663/
All-New, All-Different Marvel Universe;2016-05-31;522422;Doctor Octopus;http://comicvine.gamespot.com/all-new-all-different-marvel-universe-1/4000-522422/
Marvel Universe Ultimate Spider-Man: Spider-Verse;2016-04-30;525030;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-spider-verse-1/4000-525030/
The Amazing Spider-Man;2016-04-30;523246;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-2-volume-2/4000-523246/
Web Warriors;2016-04-30;516097;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-4-electroverse-part-iv-resistance/4000-516097/
Marvel Universe Ultimate Spider-Man Spider-Verse;2016-03-31;512430;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-spider-verse-3/4000-512430/
Web Warriors;2016-03-31;510958;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-3-electroverse-part-iii-capacity/4000-510958/
The Amazing Spider-Man Epic Collection: Return of the Sinister Six;2016-02-29;514432;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-epic-collection-return-of-t/4000-514432/
Web Warriors;2016-02-29;508443;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-2-electroverse-part-ii-charge/4000-508443/
Marvel Universe Ultimate Spider-Man and Avengers;2016-01-31;510501;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-and-avengers-1/4000-510501/
Secret Wars, Too;2016-01-31;506180;Doctor Octopus;http://comicvine.gamespot.com/secret-wars-too-1/4000-506180/
Web Warriors;2016-01-31;505531;Doctor Octopus;http://comicvine.gamespot.com/web-warriors-1-electroverse-part-one-static-steamp/4000-505531/
What If? Infinity - Guardians of the Galaxy;2015-12-31;503568;Doctor Octopus;http://comicvine.gamespot.com/what-if-infinity-guardians-of-the-galaxy-1-tried-t/4000-503568/
Giant Size Little Marvel: AvX;2015-11-30;499743;Doctor Octopus;http://comicvine.gamespot.com/giant-size-little-marvel-avx-4/4000-499743/
Amazing Spider-Man: Renew Your Vows;2015-10-31;496873;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-renew-your-vows-3-calling-a-fam/4000-496873/
Spider-Verse;2015-09-30;494330;Doctor Octopus;http://comicvine.gamespot.com/spider-verse-3/4000-494330/
Amazing Spider-Man: Renew Your Vows;2015-09-30;494316;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-renew-your-vows-2-part-2-becaus/4000-494316/
Giant Size Little Marvel: AvX;2015-09-30;493791;Doctor Octopus;http://comicvine.gamespot.com/giant-size-little-marvel-avx-2/4000-493791/
The Amazing Spider-Man;2015-09-30;493788;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-191-spiral-part-four/4000-493788/
Spider-Verse;2015-08-31;491530;Doctor Octopus;http://comicvine.gamespot.com/spider-verse-2/4000-491530/
Giant Size Little Marvel: AvX;2015-08-31;490881;Doctor Octopus;http://comicvine.gamespot.com/giant-size-little-marvel-avx-1/4000-490881/
The Amazing Spider-Man: Spider-Verse;2015-07-31;494943;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-spider-verse-1-volume-3/4000-494943/
Deadpool's Secret Secret Wars;2015-07-31;489316;Doctor Octopus;http://comicvine.gamespot.com/deadpool-s-secret-secret-wars-1/4000-489316/
House of Hem;2015-06-30;490884;Doctor Octopus;http://comicvine.gamespot.com/house-of-hem-1/4000-490884/
Deadpool;2015-06-30;485511;Doctor Octopus;http://comicvine.gamespot.com/deadpool-45-the-aristocrats-shiklahs-catching-up-t/4000-485511/
The Amazing Spider-Man Special;2015-05-31;482151;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-special-1-inhuman-error-par/4000-482151/
Spider-Verse;2015-04-30;487443;Doctor Octopus;http://comicvine.gamespot.com/spider-verse-1-hc/4000-487443/
Amazing Spider-Man: Edge of Spider-Verse;2015-04-30;487416;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-edge-of-spider-verse-1-tpb/4000-487416/
The Amazing Spider-Man;2015-04-30;480668;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-15-spider-verse-epilogue/4000-480668/
Spider-Woman;2015-04-30;479263;Doctor Octopus;http://comicvine.gamespot.com/spider-woman-4/4000-479263/
The Amazing Spider-Man;2015-04-30;479254;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-14-spider-verse-part-six-we/4000-479254/
Superior Spider-Man;2015-03-31;482903;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-3-volume-3/4000-482903/
Spider-Man 2099;2015-03-31;477854;Doctor Octopus;http://comicvine.gamespot.com/spider-man-2099-8/4000-477854/
Scarlet Spiders;2015-03-31;476793;Doctor Octopus;http://comicvine.gamespot.com/scarlet-spiders-3-the-hero/4000-476793/
The Amazing Spider-Man;2015-03-31;476779;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-13-spider-verse-part-5-spid/4000-476779/
The Amazing Spider-Man;2015-03-31;475450;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-12-spider-verse-part-four-a/4000-475450/
Uncanny Avengers Omnibus;2015-02-28;478762;Doctor Octopus;http://comicvine.gamespot.com/uncanny-avengers-omnibus-1-hc/4000-478762/
Fantastic Four By Matt Fraction Omnibus;2015-02-28;478755;Doctor Octopus;http://comicvine.gamespot.com/fantastic-four-by-matt-fraction-omnibus-1-hc/4000-478755/
The Amazing Spider-Man;2015-02-01;472897;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-11-spider-verse-part-3-high/4000-472897/
Amazing Spider-Man: Big Time - The Complete Collection;2015-01-31;478064;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-big-time-the-complete-collectio/4000-478064/
Ultimate Spider-Man: Ultimate Collection;2015-01-31;477114;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-ultimate-collection-5-volume-f/4000-477114/
The Amazing Spider-Man: Spider-Verse Prelude;2015-01-31;475651;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-spider-verse-prelude-1-volu/4000-475651/
Avengers;2015-01-31;470417;Doctor Octopus;http://comicvine.gamespot.com/avengers-38-origin-sites/4000-470417/
The Amazing Spider-Man;2015-01-31;470416;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-10-spider-verse-part-2-supe/4000-470416/
Spider-Verse;2015-01-31;469842;Doctor Octopus;http://comicvine.gamespot.com/spider-verse-1-enter-the-spider-verse-spider-clan-/4000-469842/
Ultimate Spider-Man;2014-12-31;468915;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-31-the-iron-octopus/4000-468915/
The Amazing Spider-Man;2014-11-30;466322;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-1-5-learning-to-crawl-part-/4000-466322/
Superior Spider-Man;2014-11-30;465850;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-33-edge-of-spider-verse-prolog/4000-465850/
All-New X-Men;2014-11-30;465836;Doctor Octopus;http://comicvine.gamespot.com/all-new-x-men-32/4000-465836/
Edge of Spider-Verse;2014-11-30;464979;Doctor Octopus;http://comicvine.gamespot.com/edge-of-spider-verse-1-spider-man-noir/4000-464979/
Marvel Super Heroes: Secret Wars #1 - Halloween ComicFest;2014-10-31;469072;Doctor Octopus;http://comicvine.gamespot.com/marvel-super-heroes-secret-wars-1-halloween-comicf/4000-469072/
The Amazing Spider-Man: The Parker Luck;2014-10-31;468279;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-the-parker-luck-1-volume-1/4000-468279/
Ultimate FF: Strangest Ever;2014-10-31;467951;Doctor Octopus;http://comicvine.gamespot.com/ultimate-ff-strangest-ever-1-tpb/4000-467951/
Ultimate FF;2014-10-31;462259;Doctor Octopus;http://comicvine.gamespot.com/ultimate-ff-6/4000-462259/
Superior Spider-Man;2014-10-31;461740;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-32-edge-of-spider-verse-prolog/4000-461740/
The Amazing Spider-Man Epic Collection: Great Power;2014-09-30;466509;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-epic-collection-great-power/4000-466509/
Yellow, Blue and Gray;2014-08-31;462574;Doctor Octopus;http://comicvine.gamespot.com/yellow-blue-and-gray-1-hc/4000-462574/
Spider-Man Spectacular;2014-08-31;457650;Doctor Octopus;http://comicvine.gamespot.com/spider-man-spectacular-1-the-green-goblin-kraven-t/4000-457650/
The Superior Foes of Spider-Man: The Crime of the Century;2014-07-31;461285;Doctor Octopus;http://comicvine.gamespot.com/the-superior-foes-of-spider-man-the-crime-of-the-c/4000-461285/
Giant-Size Spider-Man;2014-07-31;454099;Doctor Octopus;http://comicvine.gamespot.com/giant-size-spider-man-1-behind-the-mask-the-vultur/4000-454099/
Superior Spider-Man: Goblin Nation;2014-06-30;456829;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-goblin-nation-1-volume-6/4000-456829/
The Amazing Spider-Man;2014-06-30;451764;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-1-lucky-to-be-alive-recaptu/4000-451764/
Superior Spider-Man Team-Up;2014-06-30;451091;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-team-up-12/4000-451091/
Original Sin;2014-06-30;451088;Doctor Octopus;http://comicvine.gamespot.com/original-sin-0-who-is-the-watcher/4000-451088/
Superior Spider-Man;2014-06-30;450554;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-31-goblin-nation-conclusion/4000-450554/
The Superior Foes of Spider-Man;2014-06-30;450081;Doctor Octopus;http://comicvine.gamespot.com/the-superior-foes-of-spider-man-11-a-grizzly-situa/4000-450081/
A+X: A+X = Outstanding;2014-05-31;453651;Doctor Octopus;http://comicvine.gamespot.com/a-x-a-x-outstanding-1-volume-3/4000-453651/
Superior Spider-Man;2014-05-31;448978;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-30-goblin-nation-part-4-of-5/4000-448978/
The Superior Foes of Spider-Man;2014-05-31;448002;Doctor Octopus;http://comicvine.gamespot.com/the-superior-foes-of-spider-man-10-filling-in-driv/4000-448002/
Superior Spider-Man Team-Up;2014-05-01;448979;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-team-up-11/4000-448979/
Marvel Masterworks: The Amazing Spider-Man;2014-04-30;451339;Doctor Octopus;http://comicvine.gamespot.com/marvel-masterworks-the-amazing-spider-man-16-volum/4000-451339/
Superior Spider-Man;2014-04-30;446490;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-28-goblin-nation-part-2/4000-446490/
Superior Spider-Man;2014-04-30;445184;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-27-now-goblin-nation-part-one/4000-445184/
Uncanny Avengers: Ragnarok Now;2014-03-31;449289;Doctor Octopus;http://comicvine.gamespot.com/uncanny-avengers-ragnarok-now-1-volume-3/4000-449289/
She-Hulk by Dan Slott: The Complete Collection;2014-03-31;445315;Doctor Octopus;http://comicvine.gamespot.com/she-hulk-by-dan-slott-the-complete-collection-1-tp/4000-445315/
Superior Spider-Man;2014-03-31;443987;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-26-the-goblin-war/4000-443987/
Superior Spider-Man;2014-03-31;442175;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-25-darkest-hours-part-4-of-4-b/4000-442175/
Fantastic Four;2014-03-31;442167;Doctor Octopus;http://comicvine.gamespot.com/fantastic-four-16-the-fantastic-four-are-doomed-pa/4000-442167/
Deadpool by Posehn And Duggan;2014-02-01;444759;Doctor Octopus;http://comicvine.gamespot.com/deadpool-by-posehn-and-duggan-1-volume-1/4000-444759/
Superior Spider-Man Team-Up;2014-02-01;437496;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-team-up-8-failure-to-reform/4000-437496/
Nova;2014-01-31;435061;Doctor Octopus;http://comicvine.gamespot.com/nova-10-chapter-ten-land-and-launch-adventure-time/4000-435061/
Marvel Universe Ultimate Spider-Man Digest;2014-01-01;443378;Doctor Octopus;http://comicvine.gamespot.com/marvel-universe-ultimate-spider-man-digest-5-volum/4000-443378/
Superior Spider-Man: Necessary Evil;2014-01-01;442432;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-necessary-evil-1-volume-4/4000-442432/
Ultimate Spider-Man;2014-01-01;435059;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-20-me-time/4000-435059/
Superior Spider-Man Annual;2014-01-01;433849;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-annual-1-hostage-crisis/4000-433849/
Fantastic Four by John Byrne Omnibus;2013-12-31;435863;Doctor Octopus;http://comicvine.gamespot.com/fantastic-four-by-john-byrne-omnibus-2-volume-2/4000-435863/
Superior Spider-Man;2013-12-31;431444;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-20-spidey-still-standing/4000-431444/
Superior Carnage;2013-12-01;430762;Doctor Octopus;http://comicvine.gamespot.com/superior-carnage-4/4000-430762/
Marvel: Now What?!;2013-12-01;430758;Doctor Octopus;http://comicvine.gamespot.com/marvel-now-what-1-now-what-marvelpocalypse-now-the/4000-430758/
Spider-Man: Mark of the Tarantula;2013-11-30;435778;Doctor Octopus;http://comicvine.gamespot.com/spider-man-mark-of-the-tarantula-1-tpb/4000-435778/
Superior Spider-Man;2013-11-30;425940;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-18-smack-to-the-future/4000-425940/
Amazing Spider-Man: Big Time - The Complete Collection;2013-11-01;435219;Doctor Octopus;http://comicvine.gamespot.com/amazing-spider-man-big-time-the-complete-collectio/4000-435219/
Morbius: The Living Vampire - The Man Called Morbius;2013-11-01;434072;Doctor Octopus;http://comicvine.gamespot.com/morbius-the-living-vampire-the-man-called-morbius-/4000-434072/
A+X: A+X = Amazing;2013-11-01;433960;Doctor Octopus;http://comicvine.gamespot.com/a-x-a-x-amazing-1-volume-2/4000-433960/
S.H.I.E.L.D. Origins;2013-11-01;432321;Doctor Octopus;http://comicvine.gamespot.com/agents-of-s-h-i-e-l-d-1-tpb/4000-432321/
Marvel Zombies: The Complete Collection;2013-10-31;429005;Doctor Octopus;http://comicvine.gamespot.com/marvel-zombies-the-complete-collection-1-vol-1/4000-429005/
Avengers: Prelude to Infinity;2013-10-01;429003;Doctor Octopus;http://comicvine.gamespot.com/avengers-prelude-to-infinity-1-volume-3/4000-429003/
Superior Spider-Man;2013-09-01;425302;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-1-volume-1/4000-425302/
Age Of Ultron;2013-09-01;424694;Doctor Octopus;http://comicvine.gamespot.com/age-of-ultron-1-hc/4000-424694/
Daredevil by Mark Waid;2013-08-31;420637;Doctor Octopus;http://comicvine.gamespot.com/daredevil-by-mark-waid-5-volume-five/4000-420637/
Deadpool: Soul Hunter;2013-08-01;422833;Doctor Octopus;http://comicvine.gamespot.com/deadpool-soul-hunter-1-volume-2/4000-422833/
Superior Spider-Man: A Troubled Mind;2013-08-01;422696;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-a-troubled-mind-1-volume-2/4000-422696/
Ultimate Spider-Man;2013-07-31;404700;Doctor Octopus;http://comicvine.gamespot.com/ultimate-spider-man-14-why-i-hate-gym/4000-404700/
Marvel Now! Omnibus;2013-07-27;415611;Doctor Octopus;http://comicvine.gamespot.com/marvel-now-omnibus-1-hc/4000-415611/
Superior Spider-Man Team-Up: Superiority Complex;2013-07-01;417217;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-superiority-complex-1-volume-3/4000-417217/
Superior Spider-Man;2013-07-01;400152;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-9-troubled-mind-part-three-gra/4000-400152/
Superior Spider-Man;2013-06-30;397550;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-8-troubled-mind-part-two-proof/4000-397550/
Superior Spider-Man;2013-06-30;395704;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-7-troubled-mind-part-one-right/4000-395704/
Avenging Spider-Man;2013-06-01;396425;Doctor Octopus;http://comicvine.gamespot.com/avenging-spider-man-19-bad-dreams/4000-396425/
New Warriors Omnibus;2013-05-31;402289;Doctor Octopus;http://comicvine.gamespot.com/the-new-warriors-omnibus-1-volume-1/4000-402289/
Superior Spider-Man;2013-05-31;394712;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-6-joking-hazard/4000-394712/
Superior Spider-Man;2013-05-31;390453;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-5-emotional-triggers/4000-390453/
Journey Into Mystery: Stronger Than Monsters;2013-05-21;404920;Doctor Octopus;http://comicvine.gamespot.com/journey-into-mystery-stronger-than-monsters-1-volu/4000-404920/
Marvel Noir: Spider-Man/Punisher;2013-05-10;407173;Doctor Octopus;http://comicvine.gamespot.com/marvel-noir-spider-man-punisher-1-tpb/4000-407173/
Superior Spider-Man: My Own Worst Enemy;2013-05-01;407177;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-my-own-worst-enemy-1-volume-1/4000-407177/
Superior Spider-Man;2013-04-30;387262;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-4-the-aggressive-approach/4000-387262/
Superior Spider-Man;2013-04-26;384964;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-3-everything-you-know-is-wrong/4000-384964/
The Amazing Spider-Man: Dying Wish;2013-03-31;391252;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-dying-wish-1-hc-tpb/4000-391252/
Superior Spider-Man;2013-03-01;382809;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-2-the-peter-principle/4000-382809/
Deadpool Killustrated;2013-03-01;381413;Doctor Octopus;http://comicvine.gamespot.com/deadpool-killustrated-1-deadpool-killed-the-marvel/4000-381413/
Superior Spider-Man;2013-03-01;378868;Doctor Octopus;http://comicvine.gamespot.com/superior-spider-man-1-hero-or-menace/4000-378868/
Avenging Spider-Man;2013-02-01;374689;Doctor Octopus;http://comicvine.gamespot.com/avenging-spider-man-15-1/4000-374689/
The Amazing Spider-Man;2013-02-01;373805;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-700-dying-wish-suicide-run-/4000-373805/
The Amazing Spider-Man;2013-02-01;372452;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-699-1-enter-morbius-the-liv/4000-372452/
The Amazing Spider-Man;2013-02-01;371256;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-699-dying-wish-outside-the-/4000-371256/
The Amazing Spider-Man;2013-01-01;369103;Doctor Octopus;http://comicvine.gamespot.com/the-amazing-spider-man-698-dying-wish-prelude-day-/4000-369103/
